Date,Weekday,Time,Home Team,Away Team,Home Team Goals,Away Team Goals,Venue,Referee
2018-11-11,Sun,15:00 ,Teplice,Sigma Olomouc,0,0,Na Stínadlech,Radek Dubravsky
2018-11-11,Sun,15:00 ,Viktoria Plzeň,Příbram,1,1,Doosan Arena,Ondřej Ginzel
2018-11-11,Sun,15:00 ,Jablonec,Bohemians 1905,3,1,Stadion Střelnice,Radek Příhoda
2018-11-11,Sun,17:00 ,Slavia Prague,Fastav Zlín,3,1,Sinobo Stadium,Karel Hrubes
2018-11-23,Fri,18:00 ,Dukla Prague,Teplice,1,0,Stadion Juliska,Ondřej Ginzel
2018-11-23,Fri,18:00 ,Slovan Liberec,Viktoria Plzeň,1,1,Stadion u Nisy,Pavel Orel
2018-11-24,Sat,14:00 ,Karviná,Slavia Prague,1,3,Městský stadion,Pavel Franek
2018-11-24,Sat,17:00 ,Fastav Zlín,Opava,2,0,Stadion Letná,Miroslav Zelinka
2018-11-24,Sat,17:00 ,Baník Ostrava,Slovácko,0,3,Městský stadion - Vítkovice Aréna,Karel Hrubes
2018-11-24,Sat,17:00 ,Bohemians 1905,Příbram,2,2,Stadion Ďolíček,Ondřej Pechanec
2018-11-25,Sun,15:00 ,Sigma Olomouc,Mladá Boleslav,0,4,Andrův stadion,Jana Adamkova
2018-11-25,Sun,17:00 ,Sparta Prague,Jablonec,0,0,Generali Arena,Pavel Královec
2018-11-30,Fri,18:00 ,Teplice,Slovan Liberec,1,0,Na Stínadlech,Milan Matejcek
2018-12-01,Sat,15:00 ,Mladá Boleslav,Karviná,1,1,Adidas Aréna,Martin Nenadál
2018-12-01,Sat,17:00 ,Slovácko,Sparta Prague,2,1,Městský fotbalový stadion Miroslava Vale...,Radek Příhoda
2018-12-02,Sun,15:00 ,Bohemians 1905,Dukla Prague,0,0,Stadion Ďolíček,Jan Jilek
2018-12-02,Sun,15:00 ,Příbram,Baník Ostrava,0,2,Energon Aréna,Ondřej Berka
2018-12-02,Sun,17:00 ,Viktoria Plzeň,Sigma Olomouc,2,0,Doosan Arena,Paval Julínek
2018-12-03,Mon,17:00 ,Jablonec,Fastav Zlín,4,0,Stadion Střelnice,J. Machálek
2018-12-03,Mon,18:00 ,Opava,Slavia Prague,2,3,Stadion v Městských sadech,Ondřej Pechanec
2018-12-07,Fri,18:00 ,Dukla Prague,Příbram,1,2,Stadion Juliska,Petr Ardeleánu
2018-12-07,Fri,18:00 ,Fastav Zlín,Viktoria Plzeň,0,2,Stadion Letná,Ondřej Lerch
2018-12-08,Sat,15:00 ,Baník Ostrava,Bohemians 1905,2,0,Městský stadion - Vítkovice Aréna,Pavel Franek
2018-12-08,Sat,15:00 ,Karviná,Jablonec,2,1,Městský stadion,Pavel Orel
2018-12-08,Sat,15:00 ,Sigma Olomouc,Slovácko,1,0,Andrův stadion,Miroslav Zelinka
2018-12-08,Sat,17:00 ,Slavia Prague,Mladá Boleslav,3,2,Sinobo Stadium,Zbyněk Proske
2018-12-09,Sun,17:00 ,Sparta Prague,Teplice,0,1,Generali Arena,Karel Hrubes
2018-12-10,Mon,18:00 ,Slovan Liberec,Opava,1,2,Stadion u Nisy,Jiří Houdek
2018-12-14,Fri,18:00 ,Baník Ostrava,Sigma Olomouc,0,0,Městský stadion - Vítkovice Aréna,Pavel Královec
2018-12-15,Sat,15:00 ,Teplice,Fastav Zlín,2,1,Na Stínadlech,Martin Nenadál
2018-12-15,Sat,15:00 ,Slovácko,Dukla Prague,1,0,Městský fotbalový stadion Miroslava Vale...,Pavel Franek
2018-12-15,Sat,15:00 ,Bohemians 1905,Slovan Liberec,0,0,Stadion Ďolíček,Paval Julínek
2018-12-15,Sat,15:00 ,Opava,Mladá Boleslav,2,1,Stadion v Městských sadech,Pavel Orel
2018-12-15,Sat,17:00 ,Příbram,Sparta Prague,1,1,Energon Aréna,Jan Jilek
2018-12-16,Sun,15:00 ,Viktoria Plzeň,Karviná,2,1,Doosan Arena,Ondřej Pechanec
2018-12-17,Mon,18:00 ,Jablonec,Slavia Prague,0,2,Stadion Střelnice,Ondřej Berka
2019-02-08,Fri,18:00 ,Dukla Prague,Baník Ostrava,1,1,Stadion Juliska,Karel Hrubes
2019-02-08,Fri,18:00 ,Sigma Olomouc,Jablonec,1,2,Andrův stadion,Jiří Houdek
2019-02-09,Sat,15:00 ,Slovan Liberec,Příbram,4,0,Stadion u Nisy,Emanuel Marek
2019-02-09,Sat,15:00 ,Fastav Zlín,Slovácko,0,1,Stadion Letná,Ondřej Lerch
2019-02-09,Sat,15:00 ,Karviná,Opava,1,1,Městský stadion,Pavel Franek
2019-02-09,Sat,15:00 ,Mladá Boleslav,Viktoria Plzeň,1,1,Adidas Aréna,Paval Julínek
2019-02-09,Sat,17:00 ,Slavia Prague,Teplice,2,0,Sinobo Stadium,Ondřej Pechanec
2019-02-10,Sun,17:00 ,Sparta Prague,Bohemians 1905,1,0,Generali Arena,Zbyněk Proske
2019-02-15,Fri,18:00 ,Teplice,Mladá Boleslav,0,2,Na Stínadlech,Miroslav Zelinka
2019-02-16,Sat,15:00 ,Bohemians 1905,Sigma Olomouc,0,1,Stadion Ďolíček,Martin Nenadál
2019-02-16,Sat,15:00 ,Příbram,Fastav Zlín,3,2,Energon Aréna,Ondřej Berka
2019-02-16,Sat,15:00 ,Slovácko,Karviná,2,0,Městský fotbalový stadion Miroslava Vale...,Pavel Orel
2019-02-16,Sat,17:00 ,Baník Ostrava,Slovan Liberec,2,1,Městský stadion - Vítkovice Aréna,Petr Ardeleánu
2019-02-17,Sun,15:00 ,Jablonec,Opava,2,2,Stadion Střelnice,J. Machálek
2019-02-17,Sun,17:00 ,Viktoria Plzeň,Slavia Prague,2,0,Doosan Arena,Pavel Franek
2019-02-18,Mon,18:00 ,Dukla Prague,Sparta Prague,2,3,Stadion Juliska,Pavel Královec
2019-02-22,Fri,18:00 ,Slovan Liberec,Dukla Prague,2,0,Stadion u Nisy,Ondřej Pechanec
2019-02-23,Sat,15:00 ,Sigma Olomouc,Příbram,2,0,Andrův stadion,Karel Hrubes
2019-02-23,Sat,15:00 ,Fastav Zlín,Bohemians 1905,0,2,Stadion Letná,Miroslav Zelinka
2019-02-23,Sat,15:00 ,Karviná,Teplice,1,1,Městský stadion,Emanuel Marek
2019-02-23,Sat,17:00 ,Mladá Boleslav,Jablonec,1,0,Adidas Aréna,Zbyněk Proske
2019-02-24,Sun,17:00 ,Sparta Prague,Baník Ostrava,3,2,Generali Arena,Jiří Houdek
2019-02-25,Mon,18:00 ,Opava,Viktoria Plzeň,1,2,Stadion v Městských sadech,Ondřej Lerch
2019-02-25,Mon,18:00 ,Slavia Prague,Slovácko,4,0,Sinobo Stadium,Petr Ardeleánu
2019-03-01,Fri,18:00 ,Baník Ostrava,Fastav Zlín,1,2,Městský stadion - Vítkovice Aréna,Paval Julínek
2019-03-02,Sat,15:00 ,Viktoria Plzeň,Jablonec,1,0,Doosan Arena,Emanuel Marek
2019-03-02,Sat,15:00 ,Příbram,Karviná,2,1,Energon Aréna,Martin Nenadál
2019-03-02,Sat,15:00 ,Slovácko,Mladá Boleslav,1,1,Městský fotbalový stadion Miroslava Vale...,J. Machálek
2019-03-02,Sat,15:00 ,Dukla Prague,Sigma Olomouc,0,4,Stadion Juliska,Ondřej Berka
2019-03-02,Sat,17:00 ,Slovan Liberec,Sparta Prague,0,1,Stadion u Nisy,Pavel Franek
2019-03-03,Sun,15:00 ,Teplice,Opava,3,2,Na Stínadlech,Ondřej Ginzel
2019-03-03,Sun,15:00 ,Bohemians 1905,Slavia Prague,0,3,Stadion Ďolíček,Pavel Královec
2019-03-08,Fri,18:00 ,Jablonec,Teplice,2,1,Stadion Střelnice,Ondřej Berka
2019-03-09,Sat,15:00 ,Fastav Zlín,Dukla Prague,2,1,Stadion Letná,Zbyněk Proske
2019-03-09,Sat,15:00 ,Karviná,Bohemians 1905,0,3,Městský stadion,Milan Matejcek
2019-03-09,Sat,15:00 ,Opava,Slovácko,2,2,Stadion v Městských sadech,Karel Hrubes
2019-03-09,Sat,15:00 ,Mladá Boleslav,Příbram,2,0,Adidas Aréna,Petr Ardeleánu
2019-03-09,Sat,17:30 ,Sparta Prague,Viktoria Plzeň,4,0,Generali Arena,Ondřej Pechanec
2019-03-10,Sun,17:30 ,Slavia Prague,Baník Ostrava,4,0,Sinobo Stadium,Martin Nenadál
2019-03-11,Mon,18:00 ,Sigma Olomouc,Slovan Liberec,2,1,Andrův stadion,Pavel Orel
2019-03-15,Fri,18:00 ,Dukla Prague,Karviná,2,1,Stadion Juliska,Paval Julínek
2019-03-15,Fri,18:00 ,Teplice,Viktoria Plzeň,2,1,Na Stínadlech,Karel Hrubes
2019-03-16,Sat,14:00 ,Baník Ostrava,Mladá Boleslav,1,1,Městský stadion - Vítkovice Aréna,Ondřej Berka
2019-03-16,Sat,15:00 ,Slovácko,Jablonec,0,0,Městský fotbalový stadion Miroslava Vale...,Pavel Franek
2019-03-16,Sat,15:00 ,Slovan Liberec,Fastav Zlín,1,0,Stadion u Nisy,Pavel Královec
2019-03-16,Sat,17:30 ,Sparta Prague,Sigma Olomouc,2,1,Generali Arena,Petr Ardeleánu
2019-03-17,Sun,15:00 ,Bohemians 1905,Opava,0,0,Stadion Ďolíček,Ondřej Pechanec
2019-03-17,Sun,17:30 ,Příbram,Slavia Prague,0,2,Energon Aréna,Miroslav Zelinka
2019-03-29,Fri,18:00 ,Karviná,Baník Ostrava,2,0,Městský stadion,Pavel Franek
2019-03-30,Sat,15:00 ,Opava,Dukla Prague,2,0,Stadion v Městských sadech,Pavel Orel
2019-03-30,Sat,15:00 ,Fastav Zlín,Sigma Olomouc,0,2,Stadion Letná,Jiří Houdek
2019-03-30,Sat,15:00 ,Teplice,Slovácko,2,0,Na Stínadlech,Milan Matejcek
2019-03-30,Sat,15:00 ,Mladá Boleslav,Sparta Prague,2,1,Adidas Aréna,Martin Nenadál
2019-03-30,Sat,17:30 ,Slavia Prague,Slovan Liberec,1,1,Sinobo Stadium,J. Machálek
2019-03-31,Sun,15:00 ,Jablonec,Příbram,3,0,Stadion Střelnice,Ondřej Pechanec
2019-03-31,Sun,17:30 ,Viktoria Plzeň,Bohemians 1905,3,2,Doosan Arena,Ondřej Berka
2019-04-05,Fri,18:00 ,Příbram,Opava,3,1,Energon Aréna,Pavel Královec
2019-04-06,Sat,19:00 ,Dukla Prague,Slavia Prague,1,5,Stadion Juliska,Pavel Franek
2019-04-07,Sun,15:30 ,Baník Ostrava,Teplice,3,1,Městský stadion - Vítkovice Aréna,Petr Ardeleánu
2019-04-07,Sun,15:30 ,Bohemians 1905,Mladá Boleslav,0,0,Stadion Ďolíček,Ondřej Lerch
2019-04-07,Sun,15:30 ,Sigma Olomouc,Karviná,3,2,Andrův stadion,Ondřej Pechanec
2019-04-07,Sun,15:30 ,Slovan Liberec,Jablonec,0,0,Stadion u Nisy,Jiří Houdek
2019-04-07,Sun,18:00 ,Slovácko,Viktoria Plzeň,0,1,Městský fotbalový stadion Miroslava Vale...,Emanuel Marek
2019-04-08,Mon,18:00 ,Sparta Prague,Fastav Zlín,2,0,Generali Arena,Miroslav Zelinka
2019-04-12,Fri,18:00 ,Teplice,Bohemians 1905,1,2,Na Stínadlech,Tomáš Klíma
2019-04-13,Sat,15:30 ,Slovácko,Příbram,2,0,Městský fotbalový stadion Miroslava Vale...,Ondřej Lerch
2019-04-13,Sat,15:30 ,Opava,Sigma Olomouc,2,1,Stadion v Městských sadech,Jana Adamkova
2019-04-13,Sat,15:30 ,Karviná,Fastav Zlín,2,0,Městský stadion,Milan Matejcek
2019-04-13,Sat,18:00 ,Viktoria Plzeň,Baník Ostrava,2,1,Doosan Arena,Pavel Orel
2019-04-14,Sun,15:30 ,Jablonec,Dukla Prague,2,1,Stadion Střelnice,Ondřej Ginzel
2019-04-14,Sun,18:00 ,Slavia Prague,Sparta Prague,1,1,Sinobo Stadium,Karel Hrubes
2019-04-15,Mon,18:00 ,Mladá Boleslav,Slovan Liberec,1,2,Adidas Aréna,Petr Ardeleánu
2019-04-21,Sun,17:00 ,Sparta Prague,Karviná,1,3,Generali Arena,Emanuel Marek
2019-04-21,Sun,17:00 ,Sigma Olomouc,Teplice,2,0,Andrův stadion,Radek Dubravsky
2019-04-21,Sun,17:00 ,Příbram,Viktoria Plzeň,1,1,Energon Aréna,Petr Ardeleánu
2019-04-21,Sun,17:00 ,Fastav Zlín,Slavia Prague,1,0,Stadion Letná,Pavel Královec
2019-04-21,Sun,17:00 ,Bohemians 1905,Jablonec,1,0,Stadion Ďolíček,Petr Ardeleánu
2019-04-21,Sun,17:00 ,Slovan Liberec,Slovácko,3,2,Stadion u Nisy,Pavel Rejžek
2019-04-21,Sun,17:00 ,Baník Ostrava,Opava,2,0,Městský stadion - Vítkovice Aréna,Ondřej Berka
2019-04-21,Sun,17:00 ,Dukla Prague,Mladá Boleslav,2,2,Stadion Juliska,Jiří Houdek
2019-04-27,Sat,17:00 ,Opava,Sparta Prague,0,3,Stadion v Městských sadech,Jiří Houdek
2019-04-27,Sat,17:00 ,Viktoria Plzeň,Dukla Prague,4,0,Doosan Arena,Milan Matejcek
2019-04-27,Sat,17:00 ,Slovácko,Bohemians 1905,1,1,Městský fotbalový stadion Miroslava Vale...,Radek Dubravsky
2019-04-27,Sat,17:00 ,Slavia Prague,Sigma Olomouc,2,1,Sinobo Stadium,Petr Ardeleánu
2019-04-27,Sat,17:00 ,Karviná,Slovan Liberec,2,1,Městský stadion,Ondřej Berka
2019-04-27,Sat,17:00 ,Jablonec,Baník Ostrava,4,0,Stadion Střelnice,Miroslav Zelinka
2019-04-27,Sat,17:00 ,Teplice,Příbram,0,0,Na Stínadlech,Emanuel Marek
2019-04-27,Sat,17:00 ,Mladá Boleslav,Fastav Zlín,3,0,Adidas Aréna,J. Machálek
2019-05-03,Fri,18:00 ,Fastav Zlín,Sigma Olomouc,1,0,Stadion Letná,Ondřej Ginzel
2019-05-03,Fri,18:00 ,Teplice,Mladá Boleslav,0,8,Na Stínadlech,Petr Ardeleánu
2019-05-03,Fri,18:00 ,Dukla Prague,Bohemians 1905,1,1,Stadion Juliska,Ondřej Lerch
2019-05-04,Sat,17:30 ,Sparta Prague,Baník Ostrava,3,0,Generali Arena,Pavel Královec
2019-05-04,Sat,20:00 ,Slovan Liberec,Slavia Prague,0,0,Stadion u Nisy,Emanuel Marek
2019-05-05,Sun,15:30 ,Slovácko,Příbram,5,1,Městský fotbalový stadion Miroslava Vale...,Milan Matejcek
2019-05-05,Sun,15:30 ,Opava,Karviná,1,0,Stadion v Městských sadech,Pavel Rejžek
2019-05-05,Sun,18:00 ,Viktoria Plzeň,Jablonec,2,1,Doosan Arena,Ondřej Berka
2019-05-11,Sat,15:00 ,Příbram,Karviná,1,0,Energon Aréna,Ondřej Lerch
2019-05-11,Sat,15:00 ,Bohemians 1905,Slovácko,0,0,Stadion Ďolíček,Jiří Houdek
2019-05-11,Sat,15:00 ,Opava,Dukla Prague,3,2,Stadion v Městských sadech,Ondřej Pechanec
2019-05-11,Sat,17:30 ,Jablonec,Baník Ostrava,2,0,Stadion Střelnice,J. Machálek
2019-05-11,Sat,20:00 ,Sparta Prague,Slovan Liberec,1,0,Generali Arena,Martin Nenadál
2019-05-12,Sun,15:00 ,Sigma Olomouc,Fastav Zlín,3,2,Andrův stadion,Tomáš Klíma
2019-05-12,Sun,15:00 ,Mladá Boleslav,Teplice,1,1,Adidas Aréna,Jan Petřík
2019-05-12,Sun,18:00 ,Slavia Prague,Viktoria Plzeň,3,1,Sinobo Stadium,Miroslav Zelinka
2019-05-14,Tue,17:30 ,Bohemians 1905,Příbram,1,4,Stadion Ďolíček,Ondřej Berka
2019-05-14,Tue,17:30 ,Slovácko,Opava,4,1,Městský fotbalový stadion Miroslava Vale...,J. Machálek
2019-05-14,Tue,17:30 ,Karviná,Dukla Prague,3,0,Městský stadion,Jiří Houdek
2019-05-14,Tue,20:00 ,Baník Ostrava,Slovan Liberec,0,1,Městský stadion - Vítkovice Aréna,Milan Matejcek
2019-05-15,Wed,17:30 ,Viktoria Plzeň,Sparta Prague,4,0,Doosan Arena,Emanuel Marek
2019-05-15,Wed,20:00 ,Slavia Prague,Jablonec,2,1,Sinobo Stadium,Martin Nenadál
2019-05-17,Fri,18:00 ,Fastav Zlín,Mladá Boleslav,3,1,Stadion Letná,Miroslav Zelinka
2019-05-18,Sat,17:00 ,Opava,Příbram,2,1,Stadion v Městských sadech,Pavel Orel
2019-05-18,Sat,17:00 ,Dukla Prague,Slovácko,0,0,Stadion Juliska,Jana Adamkova
2019-05-18,Sat,17:00 ,Karviná,Bohemians 1905,0,1,Městský stadion,Emanuel Marek
2019-05-19,Sun,15:00 ,Slovan Liberec,Viktoria Plzeň,0,2,Stadion u Nisy,Pavel Franek
2019-05-19,Sun,15:00 ,Sparta Prague,Jablonec,2,0,Generali Arena,Jiří Houdek
2019-05-19,Sun,15:00 ,Baník Ostrava,Slavia Prague,0,0,Městský stadion - Vítkovice Aréna,Karel Hrubes
2019-05-24,Fri,18:00 ,Mladá Boleslav,Fastav Zlín,3,0,Adidas Aréna,Jiří Houdek
2019-05-25,Sat,17:00 ,Bohemians 1905,Opava,1,1,Stadion Ďolíček,Pavel Franek
2019-05-25,Sat,17:00 ,Slovácko,Karviná,2,0,Městský fotbalový stadion Miroslava Vale...,Cieslar Ondřej
2019-05-25,Sat,17:00 ,Příbram,Dukla Prague,3,2,Energon Aréna,Miroslav Zelinka
2019-05-26,Sun,15:00 ,Jablonec,Slovan Liberec,1,0,Stadion Střelnice,Ondřej Pechanec
2019-05-26,Sun,15:00 ,Slavia Prague,Sparta Prague,2,1,Sinobo Stadium,Ondřej Berka
2019-05-26,Sun,15:00 ,Viktoria Plzeň,Baník Ostrava,1,1,Doosan Arena,Martin Nenadál
2019-07-12,Fri,18:00 ,Jablonec,Bohemians 1905,2,0,Stadion Střelnice,Pavel Franek
2019-07-13,Sat,17:00 ,Příbram,Teplice,1,1,Energon Aréna,Paval Julínek
2019-07-13,Sat,17:00 ,Baník Ostrava,Slovan Liberec,1,2,Městský stadion - Vítkovice Aréna,Ondřej Berka
2019-07-13,Sat,19:30 ,Viktoria Plzeň,Sigma Olomouc,3,1,Doosan Arena,Ondřej Pechanec
2019-07-14,Sun,16:30 ,České Budĕjov.,Opava,0,1,Fotbalový stadion Střelecký ostrov,Ondřej Ginzel
2019-07-14,Sun,16:30 ,Mladá Boleslav,Karviná,1,0,Adidas Aréna,Zbyněk Proske
2019-07-14,Sun,19:00 ,Sparta Prague,Slovácko,0,2,Generali Arena,Jiří Houdek
2019-07-15,Mon,18:00 ,Fastav Zlín,Slavia Prague,0,1,Stadion Letná,Miroslav Zelinka
2019-07-19,Fri,18:30 ,Slovan Liberec,Viktoria Plzeň,1,2,Stadion u Nisy,Pavel Franek
2019-07-20,Sat,17:00 ,Opava,Příbram,1,0,Stadion v Městských sadech,Jiří Houdek
2019-07-20,Sat,17:00 ,Sigma Olomouc,Fastav Zlín,1,0,Andrův stadion,Paval Julínek
2019-07-20,Sat,17:00 ,Slovácko,České Budĕjov.,0,2,Městský fotbalový stadion Miroslava Vale...,Ondřej Lerch
2019-07-20,Sat,19:30 ,Sparta Prague,Jablonec,2,0,Generali Arena,Miroslav Zelinka
2019-07-21,Sun,16:30 ,Bohemians 1905,Mladá Boleslav,3,0,Stadion Ďolíček,J. Machálek
2019-07-21,Sun,19:00 ,Teplice,Slavia Prague,1,5,Na Stínadlech,Ondřej Pechanec
2019-07-22,Mon,18:00 ,Karviná,Baník Ostrava,1,2,Městský stadion,Emanuel Marek
2019-07-26,Fri,18:30 ,Baník Ostrava,Teplice,0,1,Městský stadion - Vítkovice Aréna,Pavel Franek
2019-07-27,Sat,17:00 ,Fastav Zlín,Slovan Liberec,2,1,Stadion Letná,Tomáš Klíma
2019-07-27,Sat,17:00 ,Příbram,Bohemians 1905,3,2,Energon Aréna,Emanuel Marek
2019-07-27,Sat,19:30 ,Viktoria Plzeň,Karviná,3,2,Doosan Arena,Ondřej Ginzel
2019-07-28,Sun,16:30 ,Jablonec,Slovácko,6,0,Stadion Střelnice,Pavel Rejžek
2019-07-28,Sun,16:30 ,Mladá Boleslav,Opava,4,1,Adidas Aréna,Ondřej Lerch
2019-07-28,Sun,19:00 ,Slavia Prague,Sigma Olomouc,1,0,Sinobo Stadium,Zbyněk Proske
2019-07-29,Mon,18:00 ,České Budĕjov.,Sparta Prague,2,2,Fotbalový stadion Střelecký ostrov,Karel Hrubes
2019-08-02,Fri,18:00 ,Opava,Baník Ostrava,0,2,Stadion v Městských sadech,Paval Julínek
2019-08-03,Sat,17:00 ,Slovácko,Fastav Zlín,1,0,Městský fotbalový stadion Miroslava Vale...,Radek Dubravsky
2019-08-03,Sat,17:00 ,Slovan Liberec,Sigma Olomouc,0,1,Stadion u Nisy,Jiří Houdek
2019-08-03,Sat,19:30 ,Bohemians 1905,Viktoria Plzeň,0,0,Stadion Ďolíček,Karel Hrubes
2019-08-04,Sun,16:30 ,Karviná,Slavia Prague,0,0,Městský stadion,J. Machálek
2019-08-04,Sun,16:30 ,České Budĕjov.,Jablonec,1,1,Fotbalový stadion Střelecký ostrov,Emanuel Marek
2019-08-04,Sun,19:00 ,Sparta Prague,Příbram,3,0,Generali Arena,Ondřej Pechanec
2019-08-09,Fri,18:00 ,Fastav Zlín,Teplice,1,0,Stadion Letná,Ondřej Ginzel
2019-08-10,Sat,15:00 ,Baník Ostrava,Bohemians 1905,4,2,Městský stadion - Vítkovice Aréna,Miroslav Zelinka
2019-08-10,Sat,17:00 ,Sigma Olomouc,Karviná,1,1,Andrův stadion,Karel Hrubes
2019-08-10,Sat,17:00 ,Příbram,České Budĕjov.,2,0,Energon Aréna,Ondřej Berka
2019-08-10,Sat,19:30 ,Slavia Prague,Slovan Liberec,1,0,Sinobo Stadium,Emanuel Marek
2019-08-11,Sun,16:30 ,Viktoria Plzeň,Slovácko,0,2,Doosan Arena,Paval Julínek
2019-08-11,Sun,16:30 ,Jablonec,Opava,2,1,Stadion Střelnice,Jana Adamkova
2019-08-11,Sun,19:00 ,Mladá Boleslav,Sparta Prague,4,3,Adidas Aréna,Pavel Franek
2019-08-16,Fri,18:00 ,České Budĕjov.,Slavia Prague,0,3,Fotbalový stadion Střelecký ostrov,Paval Julínek
2019-08-17,Sat,17:00 ,Opava,Fastav Zlín,0,3,Stadion v Městských sadech,Pavel Rejžek
2019-08-17,Sat,17:00 ,Slovácko,Příbram,2,0,Městský fotbalový stadion Miroslava Vale...,Miroslav Zelinka
2019-08-17,Sat,19:30 ,Bohemians 1905,Sigma Olomouc,3,2,Stadion Ďolíček,Ondřej Lerch
2019-08-18,Sun,15:00 ,Sparta Prague,Baník Ostrava,2,0,Generali Arena,Ondřej Ginzel
2019-08-18,Sun,17:00 ,Jablonec,Mladá Boleslav,2,1,Stadion Střelnice,Tomáš Klíma
2019-08-18,Sun,17:00 ,Karviná,Slovan Liberec,0,1,Městský stadion,Jana Adamkova
2019-08-18,Sun,19:00 ,Teplice,Viktoria Plzeň,1,1,Na Stínadlech,Ondřej Berka
2019-08-23,Fri,18:00 ,Baník Ostrava,Slovácko,3,0,Městský stadion - Vítkovice Aréna,Karel Hrubes
2019-08-23,Fri,18:00 ,Sigma Olomouc,Teplice,2,0,Andrův stadion,Tomáš Klíma
2019-08-24,Sat,17:00 ,Fastav Zlín,Karviná,1,4,Stadion Letná,Pavel Franek
2019-08-24,Sat,17:00 ,Příbram,Jablonec,4,0,Energon Aréna,Jiří Houdek
2019-08-24,Sat,19:30 ,Slavia Prague,Bohemians 1905,4,0,Sinobo Stadium,Pavel Rejžek
2019-08-25,Sun,16:30 ,Viktoria Plzeň,Opava,4,0,Doosan Arena,Miroslav Zelinka
2019-08-25,Sun,16:30 ,Mladá Boleslav,České Budĕjov.,4,2,Adidas Aréna,Zbyněk Proske
2019-08-25,Sun,19:00 ,Slovan Liberec,Sparta Prague,3,1,Stadion u Nisy,Paval Julínek
2019-08-31,Sat,15:00 ,Bohemians 1905,Slovan Liberec,2,1,Stadion Ďolíček,J. Machálek
2019-08-31,Sat,17:00 ,Slovácko,Mladá Boleslav,1,1,Městský fotbalový stadion Miroslava Vale...,Cieslar Ondřej
2019-08-31,Sat,19:30 ,Příbram,Viktoria Plzeň,1,2,Energon Aréna,Pavel Franek
2019-09-01,Sun,16:30 ,Jablonec,Baník Ostrava,2,1,Stadion Střelnice,Radek Dubravsky
2019-09-01,Sun,16:30 ,České Budĕjov.,Fastav Zlín,2,0,Fotbalový stadion Střelecký ostrov,Karel Hrubes
2019-09-01,Sun,16:30 ,Opava,Slavia Prague,1,1,Stadion v Městských sadech,Ondřej Berka
2019-09-01,Sun,16:30 ,Teplice,Karviná,0,0,Na Stínadlech,Jiří Houdek
2019-09-01,Sun,19:00 ,Sparta Prague,Sigma Olomouc,3,3,Generali Arena,Zbyněk Proske
2019-09-13,Fri,18:00 ,Sigma Olomouc,Opava,2,0,Andrův stadion,J. Machálek
2019-09-14,Sat,16:30 ,Mladá Boleslav,Příbram,6,0,Adidas Aréna,Radek Dubravsky
2019-09-14,Sat,16:30 ,Slovan Liberec,Teplice,1,1,Stadion u Nisy,Karel Hrubes
2019-09-14,Sat,19:00 ,Slavia Prague,Slovácko,3,0,Sinobo Stadium,Pavel Franek
2019-09-15,Sun,15:00 ,Fastav Zlín,Sparta Prague,0,2,Stadion Letná,Jiří Houdek
2019-09-15,Sun,15:00 ,Karviná,Bohemians 1905,0,0,Městský stadion,Emanuel Marek
2019-09-15,Sun,17:00 ,Baník Ostrava,České Budĕjov.,2,1,Městský stadion - Vítkovice Aréna,Ondřej Pechanec
2019-09-16,Mon,18:00 ,Viktoria Plzeň,Jablonec,3,2,Doosan Arena,Pavel Rejžek
2019-09-18,Wed,18:00 ,Teplice,Mladá Boleslav,2,0,Na Stínadlech,Pavel Rejžek
2019-09-20,Fri,18:00 ,Bohemians 1905,Fastav Zlín,2,2,Stadion Ďolíček,Jana Adamkova
2019-09-21,Sat,16:30 ,Příbram,Karviná,0,2,Energon Aréna,J. Machálek
2019-09-21,Sat,16:30 ,Slovácko,Teplice,1,1,Městský fotbalový stadion Miroslava Vale...,Zbyněk Proske
2019-09-21,Sat,16:30 ,Opava,Slovan Liberec,1,1,Stadion v Městských sadech,Pavel Franek
2019-09-21,Sat,19:00 ,České Budĕjov.,Viktoria Plzeň,0,3,Fotbalový stadion Střelecký ostrov,Ondřej Berka
2019-09-22,Sun,15:30 ,Mladá Boleslav,Baník Ostrava,2,0,Adidas Aréna,Jiří Houdek
2019-09-22,Sun,18:00 ,Sparta Prague,Slavia Prague,0,3,Generali Arena,Miroslav Zelinka
2019-09-23,Mon,18:00 ,Jablonec,Sigma Olomouc,2,2,Stadion Střelnice,Emanuel Marek
2019-09-27,Fri,18:00 ,Teplice,Bohemians 1905,1,0,Na Stínadlech,Ondřej Lerch
2019-09-28,Sat,16:30 ,Fastav Zlín,Jablonec,0,1,Stadion Letná,Pavel Franek
2019-09-28,Sat,16:30 ,Sigma Olomouc,Slovácko,2,2,Andrův stadion,Ondřej Berka
2019-09-28,Sat,19:00 ,Slavia Prague,Mladá Boleslav,1,0,Sinobo Stadium,Emanuel Marek
2019-09-29,Sun,15:30 ,Karviná,Opava,1,1,Městský stadion,Miroslav Zelinka
2019-09-29,Sun,18:00 ,Viktoria Plzeň,Sparta Prague,1,0,Doosan Arena,Ondřej Pechanec
2019-09-30,Mon,18:00 ,Slovan Liberec,České Budĕjov.,4,2,Stadion u Nisy,Pavel Rejžek
2019-09-30,Mon,18:00 ,Baník Ostrava,Příbram,3,0,Městský stadion - Vítkovice Aréna,Zbyněk Proske
