Game Week,Weekday,Date,Time,Home Team,Score,Away Team,Attendance,Venue,Referee,Match Report,Notes
13,Sat,2018-10-27,15:00 ,Karviná,2–3,Sigma Olomouc,"2,645",Městský stadion,Ondřej Berka,Match Report,
13,Sat,2018-10-27,17:00 ,Fastav Zlín,1–0,Sparta Prague,"5,147",Stadion Letná,Zbyněk Proske,Match Report,
13,Sun,2018-10-28,15:00 ,Viktoria Plzeň,2–1,Slovácko,"7,235",Doosan Arena,Emanuel Marek,Match Report,
13,Sun,2018-10-28,17:00 ,Jablonec,0–0,Slovan Liberec,"3,338",Stadion Střelnice,Jan Jilek,Match Report,
13,Mon,2018-10-29,18:00 ,Slavia Prague,4–1,Dukla Prague,"11,108",Sinobo Stadium,Miroslav Zelinka,Match Report,
,,,,,,,,,,,
14,Fri,2018-11-02,18:00 ,Bohemians 1905,2–3,Teplice,"4,382",Stadion Ďolíček,Ondřej Lerch,Match Report,
14,Sat,2018-11-03,15:00 ,Baník Ostrava,0–1,Viktoria Plzeň,"12,919",Městský stadion - Vítkovice Aréna,Zbyněk Proske,Match Report,
14,Sat,2018-11-03,17:00 ,Fastav Zlín,2–1,Karviná,"3,372",Stadion Letná,Pavel Královec,Match Report,
14,Sat,2018-11-03,17:00 ,Příbram,0–3,Slovácko,"1,856",Energon Aréna,Jiří Houdek,Match Report,
14,Sat,2018-11-03,17:00 ,Dukla Prague,2–6,Jablonec,"1,626",Stadion Juliska,Martin Nenadál,Match Report,
14,Sat,2018-11-03,17:00 ,Sigma Olomouc,2–2,Opava,"3,512",Andrův stadion,Radek Příhoda,Match Report,
14,Sun,2018-11-04,17:00 ,Sparta Prague,2–2,Slavia Prague,"17,398",Generali Arena,Petr Ardeleánu,Match Report,
14,Mon,2018-11-05,18:00 ,Slovan Liberec,1–0,Mladá Boleslav,"3,933",Stadion u Nisy,Karel Hrubes,Match Report,
,,,,,,,,,,,
15,Fri,2018-11-09,18:00 ,Mladá Boleslav,0–0,Dukla Prague,"1,683",Adidas Aréna,Ondřej Berka,Match Report,
15,Sat,2018-11-10,14:00 ,Karviná,1–3,Sparta Prague,"4,260",Městský stadion,Paval Julínek,Match Report,
15,Sat,2018-11-10,17:00 ,Slovácko,0–1,Slovan Liberec,"3,674",Městský fotbalový stadion Miroslava Vale...,Pavel Rejžek,Match Report,
15,Sun,2018-11-11,14:00 ,Opava,2–1,Baník Ostrava,"6,385",Stadion v Městských sadech,Petr Ardeleánu,Match Report,
15,Sun,2018-11-11,15:00 ,Teplice,0–0,Sigma Olomouc,"2,535",Na Stínadlech,Radek Dubravsky,Match Report,
15,Sun,2018-11-11,15:00 ,Viktoria Plzeň,1–1,Příbram,"7,849",Doosan Arena,Ondřej Ginzel,Match Report,
15,Sun,2018-11-11,15:00 ,Jablonec,3–1,Bohemians 1905,"2,861",Stadion Střelnice,Radek Příhoda,Match Report,
15,Sun,2018-11-11,17:00 ,Slavia Prague,3–1,Fastav Zlín,"10,107",Sinobo Stadium,Karel Hrubes,Match Report,
,,,,,,,,,,,
16,Fri,2018-11-23,18:00 ,Dukla Prague,1–0,Teplice,728,Stadion Juliska,Ondřej Ginzel,Match Report,
16,Fri,2018-11-23,18:00 ,Slovan Liberec,1–1,Viktoria Plzeň,"4,555",Stadion u Nisy,Pavel Orel,Match Report,
16,Sat,2018-11-24,14:00 ,Karviná,1–3,Slavia Prague,"4,833",Městský stadion,Pavel Franek,Match Report,
16,Sat,2018-11-24,17:00 ,Fastav Zlín,2–0,Opava,"3,229",Stadion Letná,Miroslav Zelinka,Match Report,
16,Sat,2018-11-24,17:00 ,Baník Ostrava,0–3,Slovácko,"9,782",Městský stadion - Vítkovice Aréna,Karel Hrubes,Match Report,
16,Sat,2018-11-24,17:00 ,Bohemians 1905,2–2,Příbram,"3,771",Stadion Ďolíček,Ondřej Pechanec,Match Report,
16,Sun,2018-11-25,15:00 ,Sigma Olomouc,0–4,Mladá Boleslav,"3,079",Andrův stadion,Jana Adamkova,Match Report,
16,Sun,2018-11-25,17:00 ,Sparta Prague,0–0,Jablonec,"11,604",Generali Arena,Pavel Královec,Match Report,
,,,,,,,,,,,
17,Fri,2018-11-30,18:00 ,Teplice,1–0,Slovan Liberec,"1,187",Na Stínadlech,Milan Matejcek,Match Report,
17,Sat,2018-12-01,15:00 ,Mladá Boleslav,1–1,Karviná,"1,236",Adidas Aréna,Martin Nenadál,Match Report,
17,Sat,2018-12-01,17:00 ,Slovácko,2–1,Sparta Prague,"5,124",Městský fotbalový stadion Miroslava Vale...,Radek Příhoda,Match Report,
17,Sun,2018-12-02,15:00 ,Bohemians 1905,0–0,Dukla Prague,"3,101",Stadion Ďolíček,Jan Jilek,Match Report,
17,Sun,2018-12-02,15:00 ,Příbram,0–2,Baník Ostrava,"1,638",Energon Aréna,Ondřej Berka,Match Report,
17,Sun,2018-12-02,17:00 ,Viktoria Plzeň,2–0,Sigma Olomouc,"5,316",Doosan Arena,Paval Julínek,Match Report,
17,Mon,2018-12-03,17:00 ,Jablonec,4–0,Fastav Zlín,"1,608",Stadion Střelnice,J. Machálek,Match Report,
17,Mon,2018-12-03,18:00 ,Opava,2–3,Slavia Prague,"5,836",Stadion v Městských sadech,Ondřej Pechanec,Match Report,
,,,,,,,,,,,
18,Fri,2018-12-07,18:00 ,Dukla Prague,1–2,Příbram,879,Stadion Juliska,Petr Ardeleánu,Match Report,
18,Fri,2018-12-07,18:00 ,Fastav Zlín,0–2,Viktoria Plzeň,"3,472",Stadion Letná,Ondřej Lerch,Match Report,
18,Sat,2018-12-08,15:00 ,Baník Ostrava,2–0,Bohemians 1905,"8,421",Městský stadion - Vítkovice Aréna,Pavel Franek,Match Report,
18,Sat,2018-12-08,15:00 ,Karviná,2–1,Jablonec,"2,428",Městský stadion,Pavel Orel,Match Report,
18,Sat,2018-12-08,15:00 ,Sigma Olomouc,1–0,Slovácko,"2,985",Andrův stadion,Miroslav Zelinka,Match Report,
18,Sat,2018-12-08,17:00 ,Slavia Prague,3–2,Mladá Boleslav,"9,091",Sinobo Stadium,Zbyněk Proske,Match Report,
18,Sun,2018-12-09,17:00 ,Sparta Prague,0–1,Teplice,"6,410",Generali Arena,Karel Hrubes,Match Report,
18,Mon,2018-12-10,18:00 ,Slovan Liberec,1–2,Opava,"1,958",Stadion u Nisy,Jiří Houdek,Match Report,
,,,,,,,,,,,
19,Fri,2018-12-14,18:00 ,Baník Ostrava,0–0,Sigma Olomouc,"6,251",Městský stadion - Vítkovice Aréna,Pavel Královec,Match Report,
19,Sat,2018-12-15,15:00 ,Teplice,2–1,Fastav Zlín,"1,534",Na Stínadlech,Martin Nenadál,Match Report,
19,Sat,2018-12-15,15:00 ,Slovácko,1–0,Dukla Prague,"3,112",Městský fotbalový stadion Miroslava Vale...,Pavel Franek,Match Report,
19,Sat,2018-12-15,15:00 ,Bohemians 1905,0–0,Slovan Liberec,"3,041",Stadion Ďolíček,Paval Julínek,Match Report,
19,Sat,2018-12-15,15:00 ,Opava,2–1,Mladá Boleslav,"3,046",Stadion v Městských sadech,Pavel Orel,Match Report,
19,Sat,2018-12-15,17:00 ,Příbram,1–1,Sparta Prague,"4,182",Energon Aréna,Jan Jilek,Match Report,
19,Sun,2018-12-16,15:00 ,Viktoria Plzeň,2–1,Karviná,"5,521",Doosan Arena,Ondřej Pechanec,Match Report,
19,Mon,2018-12-17,18:00 ,Jablonec,0–2,Slavia Prague,"3,115",Stadion Střelnice,Ondřej Berka,Match Report,
,,,,,,,,,,,
20,Fri,2019-02-08,18:00 ,Dukla Prague,1–1,Baník Ostrava,"2,863",Stadion Juliska,Karel Hrubes,Match Report,
20,Fri,2019-02-08,18:00 ,Sigma Olomouc,1–2,Jablonec,"2,459",Andrův stadion,Jiří Houdek,Match Report,
20,Sat,2019-02-09,15:00 ,Slovan Liberec,4–0,Příbram,"3,299",Stadion u Nisy,Emanuel Marek,Match Report,
20,Sat,2019-02-09,15:00 ,Fastav Zlín,0–1,Slovácko,"4,051",Stadion Letná,Ondřej Lerch,Match Report,
20,Sat,2019-02-09,15:00 ,Karviná,1–1,Opava,"3,238",Městský stadion,Pavel Franek,Match Report,
20,Sat,2019-02-09,15:00 ,Mladá Boleslav,1–1,Viktoria Plzeň,"3,491",Adidas Aréna,Paval Julínek,Match Report,
20,Sat,2019-02-09,17:00 ,Slavia Prague,2–0,Teplice,"10,847",Sinobo Stadium,Ondřej Pechanec,Match Report,
20,Sun,2019-02-10,17:00 ,Sparta Prague,1–0,Bohemians 1905,"11,625",Generali Arena,Zbyněk Proske,Match Report,
,,,,,,,,,,,
21,Fri,2019-02-15,18:00 ,Teplice,0–2,Mladá Boleslav,"2,103",Na Stínadlech,Miroslav Zelinka,Match Report,
21,Sat,2019-02-16,15:00 ,Bohemians 1905,0–1,Sigma Olomouc,"4,377",Stadion Ďolíček,Martin Nenadál,Match Report,
21,Sat,2019-02-16,15:00 ,Příbram,3–2,Fastav Zlín,"2,168",Energon Aréna,Ondřej Berka,Match Report,
21,Sat,2019-02-16,15:00 ,Slovácko,2–0,Karviná,"4,127",Městský fotbalový stadion Miroslava Vale...,Pavel Orel,Match Report,
21,Sat,2019-02-16,17:00 ,Baník Ostrava,2–1,Slovan Liberec,"10,798",Městský stadion - Vítkovice Aréna,Petr Ardeleánu,Match Report,
21,Sun,2019-02-17,15:00 ,Jablonec,2–2,Opava,"2,585",Stadion Střelnice,J. Machálek,Match Report,
21,Sun,2019-02-17,17:00 ,Viktoria Plzeň,2–0,Slavia Prague,"11,140",Doosan Arena,Pavel Franek,Match Report,
21,Mon,2019-02-18,18:00 ,Dukla Prague,2–3,Sparta Prague,"6,122",Stadion Juliska,Pavel Královec,Match Report,
,,,,,,,,,,,
22,Fri,2019-02-22,18:00 ,Slovan Liberec,2–0,Dukla Prague,"2,777",Stadion u Nisy,Ondřej Pechanec,Match Report,
22,Sat,2019-02-23,15:00 ,Sigma Olomouc,2–0,Příbram,"2,748",Andrův stadion,Karel Hrubes,Match Report,
22,Sat,2019-02-23,15:00 ,Fastav Zlín,0–2,Bohemians 1905,"3,065",Stadion Letná,Miroslav Zelinka,Match Report,
22,Sat,2019-02-23,15:00 ,Karviná,1–1,Teplice,"2,245",Městský stadion,Emanuel Marek,Match Report,
22,Sat,2019-02-23,17:00 ,Mladá Boleslav,1–0,Jablonec,"2,956",Adidas Aréna,Zbyněk Proske,Match Report,
22,Sun,2019-02-24,17:00 ,Sparta Prague,3–2,Baník Ostrava,"15,225",Generali Arena,Jiří Houdek,Match Report,
22,Mon,2019-02-25,18:00 ,Opava,1–2,Viktoria Plzeň,"5,186",Stadion v Městských sadech,Ondřej Lerch,Match Report,
22,Mon,2019-02-25,18:00 ,Slavia Prague,4–0,Slovácko,"10,089",Sinobo Stadium,Petr Ardeleánu,Match Report,
,,,,,,,,,,,
23,Fri,2019-03-01,18:00 ,Baník Ostrava,1–2,Fastav Zlín,"9,994",Městský stadion - Vítkovice Aréna,Paval Julínek,Match Report,
23,Sat,2019-03-02,15:00 ,Viktoria Plzeň,1–0,Jablonec,"8,975",Doosan Arena,Emanuel Marek,Match Report,
23,Sat,2019-03-02,15:00 ,Příbram,2–1,Karviná,"2,167",Energon Aréna,Martin Nenadál,Match Report,
23,Sat,2019-03-02,15:00 ,Slovácko,1–1,Mladá Boleslav,"3,419",Městský fotbalový stadion Miroslava Vale...,J. Machálek,Match Report,
23,Sat,2019-03-02,15:00 ,Dukla Prague,0–4,Sigma Olomouc,"1,413",Stadion Juliska,Ondřej Berka,Match Report,
23,Sat,2019-03-02,17:00 ,Slovan Liberec,0–1,Sparta Prague,"9,546",Stadion u Nisy,Pavel Franek,Match Report,
23,Sun,2019-03-03,15:00 ,Teplice,3–2,Opava,"2,891",Na Stínadlech,Ondřej Ginzel,Match Report,
23,Sun,2019-03-03,15:00 ,Bohemians 1905,0–3,Slavia Prague,"4,959",Stadion Ďolíček,Pavel Královec,Match Report,
,,,,,,,,,,,
24,Fri,2019-03-08,18:00 ,Jablonec,2–1,Teplice,"1,729",Stadion Střelnice,Ondřej Berka,Match Report,
24,Sat,2019-03-09,15:00 ,Fastav Zlín,2–1,Dukla Prague,"3,164",Stadion Letná,Zbyněk Proske,Match Report,
24,Sat,2019-03-09,15:00 ,Karviná,0–3,Bohemians 1905,"2,336",Městský stadion,Milan Matejcek,Match Report,
24,Sat,2019-03-09,15:00 ,Opava,2–2,Slovácko,"3,783",Stadion v Městských sadech,Karel Hrubes,Match Report,
24,Sat,2019-03-09,15:00 ,Mladá Boleslav,2–0,Příbram,"2,832",Adidas Aréna,Petr Ardeleánu,Match Report,
24,Sat,2019-03-09,17:30 ,Sparta Prague,4–0,Viktoria Plzeň,"16,110",Generali Arena,Ondřej Pechanec,Match Report,
24,Sun,2019-03-10,17:30 ,Slavia Prague,4–0,Baník Ostrava,"14,126",Sinobo Stadium,Martin Nenadál,Match Report,
24,Mon,2019-03-11,18:00 ,Sigma Olomouc,2–1,Slovan Liberec,"2,832",Andrův stadion,Pavel Orel,Match Report,
,,,,,,,,,,,
25,Fri,2019-03-15,18:00 ,Dukla Prague,2–1,Karviná,"1,123",Stadion Juliska,Paval Julínek,Match Report,
25,Fri,2019-03-15,18:00 ,Teplice,2–1,Viktoria Plzeň,"3,138",Na Stínadlech,Karel Hrubes,Match Report,
25,Sat,2019-03-16,14:00 ,Baník Ostrava,1–1,Mladá Boleslav,"10,593",Městský stadion - Vítkovice Aréna,Ondřej Berka,Match Report,
25,Sat,2019-03-16,15:00 ,Slovácko,0–0,Jablonec,"3,786",Městský fotbalový stadion Miroslava Vale...,Pavel Franek,Match Report,
25,Sat,2019-03-16,15:00 ,Slovan Liberec,1–0,Fastav Zlín,"3,348",Stadion u Nisy,Pavel Královec,Match Report,
25,Sat,2019-03-16,17:30 ,Sparta Prague,2–1,Sigma Olomouc,"11,307",Generali Arena,Petr Ardeleánu,Match Report,
25,Sun,2019-03-17,15:00 ,Bohemians 1905,0–0,Opava,"4,755",Stadion Ďolíček,Ondřej Pechanec,Match Report,
25,Sun,2019-03-17,17:30 ,Příbram,0–2,Slavia Prague,"7,132",Energon Aréna,Miroslav Zelinka,Match Report,
,,,,,,,,,,,
26,Fri,2019-03-29,18:00 ,Karviná,2–0,Baník Ostrava,"4,833",Městský stadion,Pavel Franek,Match Report,
26,Sat,2019-03-30,15:00 ,Opava,2–0,Dukla Prague,"4,602",Stadion v Městských sadech,Pavel Orel,Match Report,
26,Sat,2019-03-30,15:00 ,Fastav Zlín,0–2,Sigma Olomouc,"3,912",Stadion Letná,Jiří Houdek,Match Report,
26,Sat,2019-03-30,15:00 ,Teplice,2–0,Slovácko,"2,626",Na Stínadlech,Milan Matejcek,Match Report,
26,Sat,2019-03-30,15:00 ,Mladá Boleslav,2–1,Sparta Prague,"5,000",Adidas Aréna,Martin Nenadál,Match Report,
26,Sat,2019-03-30,17:30 ,Slavia Prague,1–1,Slovan Liberec,"16,217",Sinobo Stadium,J. Machálek,Match Report,
26,Sun,2019-03-31,15:00 ,Jablonec,3–0,Příbram,"2,403",Stadion Střelnice,Ondřej Pechanec,Match Report,
26,Sun,2019-03-31,17:30 ,Viktoria Plzeň,3–2,Bohemians 1905,"9,362",Doosan Arena,Ondřej Berka,Match Report,
,,,,,,,,,,,
27,Fri,2019-04-05,18:00 ,Příbram,3–1,Opava,"2,132",Energon Aréna,Pavel Královec,Match Report,
27,Sat,2019-04-06,19:00 ,Dukla Prague,1–5,Slavia Prague,"7,765",Stadion Juliska,Pavel Franek,Match Report,
27,Sun,2019-04-07,15:30 ,Baník Ostrava,3–1,Teplice,"10,786",Městský stadion - Vítkovice Aréna,Petr Ardeleánu,Match Report,
27,Sun,2019-04-07,15:30 ,Bohemians 1905,0–0,Mladá Boleslav,"4,401",Stadion Ďolíček,Ondřej Lerch,Match Report,
27,Sun,2019-04-07,15:30 ,Sigma Olomouc,3–2,Karviná,"4,145",Andrův stadion,Ondřej Pechanec,Match Report,
27,Sun,2019-04-07,15:30 ,Slovan Liberec,0–0,Jablonec,"6,856",Stadion u Nisy,Jiří Houdek,Match Report,
27,Sun,2019-04-07,18:00 ,Slovácko,0–1,Viktoria Plzeň,"5,173",Městský fotbalový stadion Miroslava Vale...,Emanuel Marek,Match Report,
27,Mon,2019-04-08,18:00 ,Sparta Prague,2–0,Fastav Zlín,"9,325",Generali Arena,Miroslav Zelinka,Match Report,
,,,,,,,,,,,
28,Fri,2019-04-12,18:00 ,Teplice,1–2,Bohemians 1905,"2,367",Na Stínadlech,Tomáš Klíma,Match Report,
28,Sat,2019-04-13,15:30 ,Slovácko,2–0,Příbram,"3,064",Městský fotbalový stadion Miroslava Vale...,Ondřej Lerch,Match Report,
28,Sat,2019-04-13,15:30 ,Opava,2–1,Sigma Olomouc,"2,983",Stadion v Městských sadech,Jana Adamkova,Match Report,
28,Sat,2019-04-13,15:30 ,Karviná,2–0,Fastav Zlín,"2,114",Městský stadion,Milan Matejcek,Match Report,
28,Sat,2019-04-13,18:00 ,Viktoria Plzeň,2–1,Baník Ostrava,"9,725",Doosan Arena,Pavel Orel,Match Report,
28,Sun,2019-04-14,15:30 ,Jablonec,2–1,Dukla Prague,"2,385",Stadion Střelnice,Ondřej Ginzel,Match Report,
28,Sun,2019-04-14,18:00 ,Slavia Prague,1–1,Sparta Prague,"19,370",Sinobo Stadium,Karel Hrubes,Match Report,
28,Mon,2019-04-15,18:00 ,Mladá Boleslav,1–2,Slovan Liberec,"3,057",Adidas Aréna,Petr Ardeleánu,Match Report,
,,,,,,,,,,,
29,Sun,2019-04-21,17:00 ,Sparta Prague,1–3,Karviná,"10,425",Generali Arena,Emanuel Marek,Match Report,
29,Sun,2019-04-21,17:00 ,Sigma Olomouc,2–0,Teplice,"3,824",Andrův stadion,Radek Dubravsky,Match Report,
29,Sun,2019-04-21,17:00 ,Příbram,1–1,Viktoria Plzeň,"6,172",Energon Aréna,Petr Ardeleánu,Match Report,
29,Sun,2019-04-21,17:00 ,Fastav Zlín,1–0,Slavia Prague,"5,672",Stadion Letná,Pavel Královec,Match Report,
29,Sun,2019-04-21,17:00 ,Bohemians 1905,1–0,Jablonec,"4,079",Stadion Ďolíček,Petr Ardeleánu,Match Report,
29,Sun,2019-04-21,17:00 ,Slovan Liberec,3–2,Slovácko,"4,754",Stadion u Nisy,Pavel Rejžek,Match Report,
29,Sun,2019-04-21,17:00 ,Baník Ostrava,2–0,Opava,"15,100",Městský stadion - Vítkovice Aréna,Ondřej Berka,Match Report,
29,Sun,2019-04-21,17:00 ,Dukla Prague,2–2,Mladá Boleslav,769,Stadion Juliska,Jiří Houdek,Match Report,
,,,,,,,,,,,
30,Sat,2019-04-27,17:00 ,Opava,0–3,Sparta Prague,"5,188",Stadion v Městských sadech,Jiří Houdek,Match Report,
30,Sat,2019-04-27,17:00 ,Viktoria Plzeň,4–0,Dukla Prague,"8,104",Doosan Arena,Milan Matejcek,Match Report,
30,Sat,2019-04-27,17:00 ,Slovácko,1–1,Bohemians 1905,"4,264",Městský fotbalový stadion Miroslava Vale...,Radek Dubravsky,Match Report,
30,Sat,2019-04-27,17:00 ,Slavia Prague,2–1,Sigma Olomouc,"12,959",Sinobo Stadium,Petr Ardeleánu,Match Report,
30,Sat,2019-04-27,17:00 ,Karviná,2–1,Slovan Liberec,"2,722",Městský stadion,Ondřej Berka,Match Report,
30,Sat,2019-04-27,17:00 ,Jablonec,4–0,Baník Ostrava,"2,831",Stadion Střelnice,Miroslav Zelinka,Match Report,
30,Sat,2019-04-27,17:00 ,Teplice,0–0,Příbram,"2,203",Na Stínadlech,Emanuel Marek,Match Report,
30,Sat,2019-04-27,17:00 ,Mladá Boleslav,3–0,Fastav Zlín,"1,707",Adidas Aréna,J. Machálek,Match Report,
,,,,,,,,,,,
,Fri,2019-05-03,18:00 ,Fastav Zlín,1–0,Sigma Olomouc,"3,441",Stadion Letná,Ondřej Ginzel,Match Report,Leg 1 of 2
,Fri,2019-05-03,18:00 ,Teplice,0–8,Mladá Boleslav,"2,107",Na Stínadlech,Petr Ardeleánu,Match Report,Leg 1 of 2
1,Fri,2019-05-03,18:00 ,Dukla Prague,1–1,Bohemians 1905,"2,714",Stadion Juliska,Ondřej Lerch,Match Report,
1,Sat,2019-05-04,17:30 ,Sparta Prague,3–0,Baník Ostrava,"11,423",Generali Arena,Pavel Královec,Match Report,
1,Sat,2019-05-04,20:00 ,Slovan Liberec,0–0,Slavia Prague,"7,523",Stadion u Nisy,Emanuel Marek,Match Report,
1,Sun,2019-05-05,15:30 ,Slovácko,5–1,Příbram,"2,823",Městský fotbalový stadion Miroslava Vale...,Milan Matejcek,Match Report,
1,Sun,2019-05-05,15:30 ,Opava,1–0,Karviná,"3,327",Stadion v Městských sadech,Pavel Rejžek,Match Report,
1,Sun,2019-05-05,18:00 ,Viktoria Plzeň,2–1,Jablonec,"7,943",Doosan Arena,Ondřej Berka,Match Report,
,,,,,,,,,,,
2,Sat,2019-05-11,15:00 ,Příbram,1–0,Karviná,"1,825",Energon Aréna,Ondřej Lerch,Match Report,
2,Sat,2019-05-11,15:00 ,Bohemians 1905,0–0,Slovácko,"3,812",Stadion Ďolíček,Jiří Houdek,Match Report,
2,Sat,2019-05-11,15:00 ,Opava,3–2,Dukla Prague,"3,241",Stadion v Městských sadech,Ondřej Pechanec,Match Report,
2,Sat,2019-05-11,17:30 ,Jablonec,2–0,Baník Ostrava,"2,887",Stadion Střelnice,J. Machálek,Match Report,
2,Sat,2019-05-11,20:00 ,Sparta Prague,1–0,Slovan Liberec,"7,267",Generali Arena,Martin Nenadál,Match Report,
,,,,,,,,,,,
,Sun,2019-05-12,15:00 ,Sigma Olomouc,3–2,Fastav Zlín,"1,688",Andrův stadion,Tomáš Klíma,Match Report,Leg 2 of 2; Fastav Zlín won
,Sun,2019-05-12,15:00 ,Mladá Boleslav,1–1,Teplice,"1,688",Adidas Aréna,Jan Petřík,Match Report,Leg 2 of 2; Mladá Boleslav won
2,Sun,2019-05-12,18:00 ,Slavia Prague,3–1,Viktoria Plzeň,"18,327",Sinobo Stadium,Miroslav Zelinka,Match Report,
,,,,,,,,,,,
3,Tue,2019-05-14,17:30 ,Bohemians 1905,1–4,Příbram,"3,055",Stadion Ďolíček,Ondřej Berka,Match Report,
3,Tue,2019-05-14,17:30 ,Slovácko,4–1,Opava,"3,106",Městský fotbalový stadion Miroslava Vale...,J. Machálek,Match Report,
3,Tue,2019-05-14,17:30 ,Karviná,3–0,Dukla Prague,"1,942",Městský stadion,Jiří Houdek,Match Report,
3,Tue,2019-05-14,20:00 ,Baník Ostrava,0–1,Slovan Liberec,"5,115",Městský stadion - Vítkovice Aréna,Milan Matejcek,Match Report,
3,Wed,2019-05-15,17:30 ,Viktoria Plzeň,4–0,Sparta Prague,"8,842",Doosan Arena,Emanuel Marek,Match Report,
3,Wed,2019-05-15,20:00 ,Slavia Prague,2–1,Jablonec,"11,124",Sinobo Stadium,Martin Nenadál,Match Report,
,,,,,,,,,,,
,Fri,2019-05-17,18:00 ,Fastav Zlín,3–1,Mladá Boleslav,"3,194",Stadion Letná,Miroslav Zelinka,Match Report,Leg 1 of 2
4,Sat,2019-05-18,17:00 ,Opava,2–1,Příbram,"3,498",Stadion v Městských sadech,Pavel Orel,Match Report,
4,Sat,2019-05-18,17:00 ,Dukla Prague,0–0,Slovácko,654,Stadion Juliska,Jana Adamkova,Match Report,
4,Sat,2019-05-18,17:00 ,Karviná,0–1,Bohemians 1905,"2,470",Městský stadion,Emanuel Marek,Match Report,
4,Sun,2019-05-19,15:00 ,Slovan Liberec,0–2,Viktoria Plzeň,"4,488",Stadion u Nisy,Pavel Franek,Match Report,
4,Sun,2019-05-19,15:00 ,Sparta Prague,2–0,Jablonec,"7,125",Generali Arena,Jiří Houdek,Match Report,
4,Sun,2019-05-19,15:00 ,Baník Ostrava,0–0,Slavia Prague,"11,869",Městský stadion - Vítkovice Aréna,Karel Hrubes,Match Report,
,,,,,,,,,,,
,Fri,2019-05-24,18:00 ,Mladá Boleslav,3–0,Fastav Zlín,"3,063",Adidas Aréna,Jiří Houdek,Match Report,Leg 2 of 2; Mladá Boleslav won
5,Sat,2019-05-25,17:00 ,Bohemians 1905,1–1,Opava,"3,753",Stadion Ďolíček,Pavel Franek,Match Report,
5,Sat,2019-05-25,17:00 ,Slovácko,2–0,Karviná,"3,124",Městský fotbalový stadion Miroslava Vale...,Cieslar Ondřej,Match Report,
5,Sat,2019-05-25,17:00 ,Příbram,3–2,Dukla Prague,"1,266",Energon Aréna,Miroslav Zelinka,Match Report,
5,Sun,2019-05-26,15:00 ,Jablonec,1–0,Slovan Liberec,"3,410",Stadion Střelnice,Ondřej Pechanec,Match Report,
5,Sun,2019-05-26,15:00 ,Slavia Prague,2–1,Sparta Prague,"17,000",Sinobo Stadium,Ondřej Berka,Match Report,
5,Sun,2019-05-26,15:00 ,Viktoria Plzeň,1–1,Baník Ostrava,"7,787",Doosan Arena,Martin Nenadál,Match Report,
1,Fri,2019-07-12,18:00 ,Jablonec,2–0,Bohemians 1905,"2,612",Stadion Střelnice,Pavel Franek,Match Report,
1,Sat,2019-07-13,17:00 ,Příbram,1–1,Teplice,"2,862",Energon Aréna,Paval Julínek,Match Report,
1,Sat,2019-07-13,17:00 ,Baník Ostrava,1–2,Slovan Liberec,"7,542",Městský stadion - Vítkovice Aréna,Ondřej Berka,Match Report,
1,Sat,2019-07-13,19:30 ,Viktoria Plzeň,3–1,Sigma Olomouc,"9,611",Doosan Arena,Ondřej Pechanec,Match Report,
1,Sun,2019-07-14,16:30 ,České Budĕjov.,0–1,Opava,"4,381",Fotbalový stadion Střelecký ostrov,Ondřej Ginzel,Match Report,
1,Sun,2019-07-14,16:30 ,Mladá Boleslav,1–0,Karviná,"3,728",Adidas Aréna,Zbyněk Proske,Match Report,
1,Sun,2019-07-14,19:00 ,Sparta Prague,0–2,Slovácko,"14,155",Generali Arena,Jiří Houdek,Match Report,
1,Mon,2019-07-15,18:00 ,Fastav Zlín,0–1,Slavia Prague,"5,898",Stadion Letná,Miroslav Zelinka,Match Report,
,,,,,,,,,,,
2,Fri,2019-07-19,18:30 ,Slovan Liberec,1–2,Viktoria Plzeň,"5,142",Stadion u Nisy,Pavel Franek,Match Report,
2,Sat,2019-07-20,17:00 ,Opava,1–0,Příbram,"2,876",Stadion v Městských sadech,Jiří Houdek,Match Report,
2,Sat,2019-07-20,17:00 ,Sigma Olomouc,1–0,Fastav Zlín,"3,908",Andrův stadion,Paval Julínek,Match Report,
2,Sat,2019-07-20,17:00 ,Slovácko,0–2,České Budĕjov.,"4,089",Městský fotbalový stadion Miroslava Vale...,Ondřej Lerch,Match Report,
2,Sat,2019-07-20,19:30 ,Sparta Prague,2–0,Jablonec,"10,867",Generali Arena,Miroslav Zelinka,Match Report,
2,Sun,2019-07-21,16:30 ,Bohemians 1905,3–0,Mladá Boleslav,"4,522",Stadion Ďolíček,J. Machálek,Match Report,
2,Sun,2019-07-21,19:00 ,Teplice,1–5,Slavia Prague,"13,112",Na Stínadlech,Ondřej Pechanec,Match Report,
2,Mon,2019-07-22,18:00 ,Karviná,1–2,Baník Ostrava,"4,833",Městský stadion,Emanuel Marek,Match Report,
,,,,,,,,,,,
3,Fri,2019-07-26,18:30 ,Baník Ostrava,0–1,Teplice,"7,083",Městský stadion - Vítkovice Aréna,Pavel Franek,Match Report,
3,Sat,2019-07-27,17:00 ,Fastav Zlín,2–1,Slovan Liberec,"3,256",Stadion Letná,Tomáš Klíma,Match Report,
3,Sat,2019-07-27,17:00 ,Příbram,3–2,Bohemians 1905,"4,286",Energon Aréna,Emanuel Marek,Match Report,
